Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,1.639344215,2.732240438,2.732240438,8.648648262,31.89189148,38.30845642,22.05882263,14.63414669,16.9902916,13.10679626,12.44019127,12.91866016,13.27014256,15.63981056,14.69194317,16.34615326,16.82692337,18.75,15.38461494,12.5,12.01923084,12.01923084,12.01923084
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.187617555,0.302315533,0.331546426,0.259350628,0.304620415,0.238530025,0.222318292,0.266704291,0.31933251,0.278414696,0.241588846,0.234652296,0.239938334,0.227970988,0.223025724,0.235276669,0.235757992,0.227726027,0.232966721,0.24283579,0.243109718,0.276942581,0.298432291
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.417309523,-2.427354574,-2.438968897,-2.035033703,-2.198372364,-2.295682192,-2.06750989,-2.219134569,-2.41337347,-2.69136095,-2.71142149,-2.579151869,-2.502059698,-2.418561459,-2.519349098,-2.411068439,-2.571221828,-2.671053886,-2.801083803,-2.763864279,-2.655531168,-2.705029726,-2.529855251
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,4,4,4,3,3,4,4,4,5,6,6,6,6,6,6,6,5,5
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,2.127659559,0.53191489,0.529100537,1.587301612,2.010050297,1.941747546,2.427184582,1.449275374,1.449275374,0.480769217,0.473933637,1.421800971,1.421800971,1.895734549,1.421800971,2.857142925,0.952380955,0.952380955,0.476190478,0.471698105,0.943396211,0.471698105,1.415094376
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,0,0,0,0,0,0.485436887,0.485436887,0.483091801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,6.914893627,7.446808338,5.82010603,12.6984129,6.03015089,4.368932247,6.310679436,7.246376991,3.864734411,1.923076868,1.895734549,3.317535639,2.369668245,3.791469097,3.317535639,5.238095284,2.857142925,3.333333254,1.428571463,2.358490467,3.301886797,2.358490467,3.301886797
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.474807203,0.435220897,0.453906059,0.436297506,0.349641562,0.304597765,0.303332567,0.289420217,0.30810529,0.309818059,0.293007612,0.282069832,0.273884326,0.243881539,0.245741248,0.20889461,0.215604156,0.219707996,0.228036016,0.227101788,0.241347983,0.24531512,0.247811526
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-2.090330362,-2.062872171,-2.080252647,-1.81154573,-1.463107824,-1.511548996,-1.643440247,-1.689468622,-1.708872318,-1.607166886,-1.664507627,-1.516528249,-1.536323905,-1.192579746,-1.1930902,-1.124133706,-1.006208181,-1.336581707,-1.355372787,-1.147590399,-1.123045802,-1.402760983,-1.338022232
Afghanistan,AFG,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,2,2,4,4,5,4,5,6,6,6,8,9,9,9,9,9,9,9,8,6
Afghanistan,AFG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,1.630434752,2.173913002,1.630434752,2.162162066,4.864864826,5.97014904,2.941176414,2.941176414,2.91262126,3.398058176,3.349282265,5.74162674,4.265402794,10.42654037,10.42654037,11.05769253,14.90384579,7.211538315,7.211538315,10.57692337,10.09615421,8.17307663,8.17307663
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,0,0,0,0,1.621621609,1.49253726,1.470588207,1.470588207,0.970873773,2.427184582,1.91387558,2.392344475,2.369668245,4.739336491,6.161137581,5.769230843,6.730769157,3.846153736,3.365384579,5.288461685,6.25,3.846153736,3.365384579
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,5.978260994,9.23913002,7.608695507,7.567567348,15.1351347,12.93532372,7.352941036,8.333333015,7.766990185,7.766990185,6.220095634,9.090909004,9.004739761,21.80094719,21.32701492,25.48077011,27.88461494,12.5,12.98076916,18.75,19.71153831,11.53846169,14.90384579
Afghanistan,AFG,Regulatory Quality: Standard Error,RQ.STD.ERR,0.386360377,0.440841854,0.416249961,0.30160898,0.235744685,0.224410236,0.183133483,0.218019515,0.239480734,0.203280687,0.186319426,0.179445863,0.181058943,0.183461115,0.176221237,0.194094315,0.18770346,0.196979657,0.193387121,0.196605086,0.197015584,0.214829326,0.232079372
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.788075447,-1.734886765,-1.780660748,-1.673473239,-1.5582937,-1.693925261,-1.662965536,-1.879004836,-1.852560043,-1.903307557,-1.876118779,-1.87005806,-1.922500134,-1.651893139,-1.609111547,-1.437044501,-1.49849236,-1.5123806,-1.577595592,-1.681357741,-1.727894425,-1.819897532,-1.871436119
Afghanistan,AFG,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,6,7,9,8,9,10,10,10,11,12,11,11,11,11,11,11,10,9
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,1.507537723,2,1.49253726,1.99004972,2.98507452,2.403846264,2.392344475,0.478468895,0.478468895,0.480769217,0.473933637,0.473933637,0.469483554,1.408450723,1.877934217,4.326922894,4.326922894,5.769230843,5.288461685,3.846153736,4.326922894,2.403846264,1.923076868
Afghanistan,AFG,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538434,0.961538434,1.923076868,1.442307711,1.442307711,0.961538434,0.480769217,0.480769217
Afghanistan,AFG,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,12.56281376,11.5,9.452735901,11.44278622,16.41790962,6.730769157,7.655502319,2.87081337,5.263157845,3.846153736,2.369668245,2.369668245,1.408450723,5.633802891,6.572770119,9.615385056,8.17307663,9.615385056,8.653845787,6.25,5.288461685,4.807692528,4.807692528
Afghanistan,AFG,Rule of Law: Standard Error,RL.STD.ERR,0.350509405,0.327276677,0.291758239,0.296793252,0.300880134,0.21454069,0.205631986,0.20125398,0.25524345,0.227184698,0.180397958,0.179176971,0.175018921,0.169416144,0.161895737,0.179478317,0.178442851,0.177650496,0.166142225,0.160892799,0.159764856,0.160279721,0.175540507
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.90854013,-2.039301157,-2.031417131,-1.433421016,-1.177571177,-1.203033924,-1.12542963,-1.110293984,-1.057653904,-1.168901801,-1.375495195,-1.404467344,-1.335976958,-1.267430067,-1.240068436,-1.135439992,-1.117556691,-1.037788033,-0.990813971,-1.011600018,-1.006746769,-1.077736378,-1.570883274
Afghanistan,AFG,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4,4,6,5,7,8,9,10,10,10,10,10,11,12,10,10,10,10,10,10,9,9
Afghanistan,AFG,Voice and Accountability: Percentile Rank,VA.PER.RNK,1,0.49751243,0.99502486,9.452735901,14.42786026,15.38461494,14.90384579,17.78846169,18.75,14.42307663,9.478672981,9.952606201,11.26760578,14.08450699,14.55399036,16.25615692,18.71921158,20.6896553,22.1674881,20.28985596,21.25603867,19.8067627,7.246376991
Afghanistan,AFG,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,0,0,0,2.98507452,6.965174198,7.211538315,8.17307663,8.653845787,10.09615421,9.134614944,6.161137581,5.687203884,7.042253494,6.572770119,8.450704575,9.359605789,10.83743858,13.30049229,14.28571415,13.52657032,15.45893764,13.52657032,1.449275374
Afghanistan,AFG,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,9.5,4.975124359,5.4726367,14.92537308,24.37810898,21.63461494,23.55769157,25,25,21.63461494,14.21800995,13.74407578,15.96244144,16.43192482,17.37089157,21.67487717,22.66009903,23.64532089,24.63054276,25.12077332,24.63768196,23.67149734,12.56038666
Afghanistan,AFG,Voice and Accountability: Standard Error,VA.STD.ERR,0.261457115,0.256089628,0.254042536,0.189453408,0.207045421,0.175590158,0.173295274,0.150166392,0.14550525,0.143898979,0.147714823,0.143254608,0.14380087,0.134757057,0.123408414,0.132240206,0.134631023,0.129876375,0.130804703,0.133869231,0.127229199,0.131838828,0.134846643
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.893903494,-0.992024779,-0.855563641,-0.845340908,-0.853786588,-0.723731816,-0.813263893,-0.790545285,-0.706940055,-0.60521239,-0.54527092,-0.531616509,-0.701794147,-0.778729439,-0.750955939,-0.586141348,-0.520959854,-0.44898048,-0.45825699,-0.524145126,-0.543374062,-0.551931083,-0.555924177
Albania,ALB,Control of Corruption: Number of Sources,CC.NO.SRC,3,4,5,5,6,8,9,11,11,11,11,11,12,13,12,11,11,11,11,11,11,9,9
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,19.35483932,18.18181801,23.93617058,24.33862495,22.7513237,27.58620644,22.92682838,22.92682838,28.64077759,33.98058319,34.92823029,37.1428566,24.64455032,25.11848259,24.17061615,34.13461685,37.5,37.98077011,41.82692337,34.61538315,31.73077011,31.73077011,31.73077011
Albania,ALB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,2.688172102,1.069518685,5.319149017,5.82010603,6.878306866,15.27093601,13.65853691,16.09756088,18.44660187,20.38834953,22.48803902,23.33333397,18.95734596,17.06161118,16.587677,23.55769157,25.48077011,27.88461494,26.92307663,24.51922989,24.51922989,23.07692337,21.63461494
Albania,ALB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,43.01075363,34.22459793,40.95744705,38.62434006,38.09523773,39.40886688,35.12195206,36.09756088,37.86407852,41.74757385,48.80382919,47.61904907,39.33649445,34.59715652,35.54502487,43.75,47.11538315,49.03845978,47.59615326,44.71154022,43.75,45.19230652,46.63461685
Albania,ALB,Control of Corruption: Standard Error,CC.STD.ERR,0.315914035,0.233191833,0.234359592,0.217465132,0.19936946,0.18523328,0.160477266,0.152563944,0.155251458,0.144490749,0.149075106,0.145589307,0.140435025,0.128089383,0.131880537,0.132680908,0.134528622,0.138993397,0.127025604,0.136072889,0.14684239,0.150446966,0.162596405
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.688587904,-0.732602537,-0.917780161,-0.624333382,-0.569067299,-0.40906176,-0.704830587,-0.586620808,-0.431428492,-0.370871335,-0.254886448,-0.278687119,-0.200375155,-0.267875999,-0.323595732,-0.048802413,0.059288189,0.059715111,0.12872985,0.110513411,-0.033333246,-0.124956653,-0.003363639
Albania,ALB,Government Effectiveness: Number of Sources,GE.NO.SRC,2,2,3,4,4,5,6,8,8,8,8,8,8,9,9,8,8,7,7,7,7,6,6
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.68305969,24.59016418,19.67213058,30.27026939,34.59459305,44.27860641,29.41176414,33.658535,41.26213455,43.20388412,48.80382919,44.01913834,48.3412323,44.54976273,44.07582855,53.84615326,55.28845978,55.76922989,58.65384674,56.73077011,51.44230652,48.07692337,53.36538315
Albania,ALB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.8469944,9.289617538,4.371584892,15.1351347,16.21621704,21.39303398,13.72549057,20,22.3300972,25.24271774,32.53588486,30.62200928,34.59715652,31.7535553,29.85782051,36.53845978,42.78845978,40.86538315,42.78845978,42.78845978,36.53845978,30.76922989,35.57692337
Albania,ALB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,38.25136566,46.44808578,38.25136566,47.02702713,53.51351166,57.71144104,44.11764526,44.87804794,52.42718506,56.79611588,58.85167313,57.89473724,60.66350555,59.24170685,55.92417145,65.86538696,67.78845978,67.78845978,68.2692337,68.2692337,66.34615326,62.98077011,66.82691956
Albania,ALB,Government Effectiveness: Standard Error,GE.STD.ERR,0.181661412,0.260438412,0.277303487,0.232496977,0.263331294,0.272096485,0.210582674,0.197055802,0.225397676,0.229369223,0.222624436,0.22533004,0.222137362,0.210786656,0.206722438,0.234141842,0.233381465,0.221146703,0.2240282,0.227001816,0.235240132,0.257121503,0.259165138
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.336625129,-0.544004202,-0.539989591,-0.297719181,-0.30978024,-0.427259684,-0.505047977,-0.508157313,-0.203974649,-0.030500913,-0.045140512,-0.191482902,-0.282379419,-0.143631592,0.091929786,0.485986233,0.34612906,0.344644666,0.378474772,0.370515645,0.11116863,0.087552309,0.109445848
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3,4,5,6,6,6,6,6,7,8,8,8,8,8,8,8,7,6,6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,35.63829803,28.72340393,29.62962914,33.86243439,36.18090439,30.09708786,29.61165047,29.95169067,37.68115997,43.26922989,42.18009567,38.3886261,37.44075775,40.28435898,49.28910065,61.42856979,58.09523773,58.09523773,59.52381134,58.49056625,51.88679123,49.52830124,49.52830124
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,17.02127647,13.29787254,13.22751331,20.1058197,22.11055183,18.93203926,18.44660187,17.87439537,24.63768196,29.80769157,28.90995216,25.59241676,24.64455032,29.85782051,36.4928894,52.38095093,45.23809433,47.1428566,46.19047546,47.16981125,36.320755,35.84905624,35.84905624
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,57.44680786,48.40425491,50.79365158,57.67195892,51.25628281,48.54368973,45.63106918,42.99517059,50.72463608,57.69230652,57.34597015,52.13270187,50.23696518,53.55450058,62.55924225,74.2857132,67.14286041,70,70.95237732,69.3396225,60.84905624,60.37735748,59.90565872
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.421715975,0.381433338,0.396205485,0.392881572,0.330509543,0.316001296,0.300349623,0.273782998,0.26269111,0.26359117,0.264739305,0.260473907,0.250866294,0.221984327,0.228019789,0.196386188,0.202983424,0.20779568,0.215949968,0.215236962,0.233014643,0.236120239,0.23941578
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,-0.474401653,-0.441555828,-0.415910125,-0.311400771,-0.490216553,-0.187491566,-0.400731236,-0.148599386,0.034550302,0.137666509,0.241446003,0.233281955,0.283972561,0.240491986,0.254160255,0.279037684,0.189514965,0.196168706,0.23308672,0.266459137,0.285658628,0.235864624,0.192754015
Albania,ALB,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4,5,6,6,7,8,9,9,9,9,9,10,11,11,10,10,9,8,8,8,7,7
Albania,ALB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.43478203,32.06521606,33.69565201,41.62162018,35.67567444,47.76119232,41.17647171,50.49019623,53.88349533,56.79611588,59.80861282,58.37320709,60.66350555,58.76777267,61.13743973,62.98077011,60.09615326,61.53845978,62.5,63.46154022,63.46154022,59.61538315,59.61538315
Albania,ALB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,15.76086998,16.30434799,16.30434799,25.40540504,21.08108139,31.84079552,25,36.76470566,45.63106918,50,51.67464066,52.1531105,52.60663605,51.6587677,51.6587677,50,49.03845978,49.03845978,49.03845978,50,50,45.67307663,46.15384674
Albania,ALB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,57.60869598,54.89130402,57.60869598,57.29729843,49.7297287,58.20895386,51.47058868,55.39215851,61.65048599,65.04854584,68.42105103,66.98564911,69.19431305,68.2464447,67.77251434,70.67308044,67.78845978,68.2692337,71.15384674,72.11538696,72.59615326,72.11538696,71.15384674
Albania,ALB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.327361286,0.32403782,0.306227416,0.236241996,0.195296124,0.200131208,0.169427544,0.188687876,0.194529891,0.19348973,0.18272467,0.18045947,0.173817784,0.181479484,0.181836665,0.197846994,0.192563593,0.196627602,0.205262005,0.205530554,0.203235909,0.220767647,0.220563754
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.6844818,-0.929671705,-1.020667672,-0.762321413,-0.716323495,-0.701032341,-0.763833165,-0.703135848,-0.661545992,-0.600079298,-0.494370162,-0.385760486,-0.442926466,-0.519839764,-0.518606007,-0.310979843,-0.298862904,-0.304018438,-0.395079285,-0.395619303,-0.402843326,-0.349165231,-0.256100863
Albania,ALB,Rule of Law: Number of Sources,RL.NO.SRC,6,6,8,9,9,10,11,13,13,13,13,14,15,16,15,13,13,11,11,11,11,10,10
Albania,ALB,Rule of Law: Percentile Rank,RL.PER.RNK,28.64321518,19.5,18.9054718,26.86567116,28.35820961,29.32692337,28.7081337,28.22966576,30.14354134,34.13461685,37.91469193,42.65402985,41.31455231,39.90610504,38.96713638,43.75,45.19230652,42.78845978,39.42307663,37.98077011,38.94230652,40.86538315,43.75
Albania,ALB,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,16.58291435,9,6.467661858,14.92537308,16.41790962,16.34615326,14.83253574,19.1387558,20.09569359,21.63461494,27.48815155,31.7535553,30.04694748,27.69952965,27.23004723,33.65384674,33.65384674,31.25,29.32692337,27.88461494,27.40384674,30.28846169,33.17307663
Albania,ALB,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,42.21105576,35,31.84079552,38.80596924,42.28855896,42.30769348,39.23445129,41.62679291,42.10526276,43.75,47.39336395,50.23696518,48.82629013,46.00938797,46.00938797,54.32692337,54.32692337,52.88461685,49.51922989,49.51922989,48.55769348,50,53.36538315
Albania,ALB,Rule of Law: Standard Error,RL.STD.ERR,0.246615291,0.243024543,0.21771954,0.209525004,0.212129742,0.198606133,0.193423539,0.159931242,0.158681855,0.156924397,0.150769502,0.145244271,0.137255862,0.131550968,0.134982944,0.142986476,0.14553754,0.165534049,0.152970895,0.145262733,0.14800024,0.146320477,0.151342049
Albania,ALB,Voice and Accountability: Estimate,VA.EST,-0.648297846,-0.387372851,-0.285138667,-0.00815021,0.070307687,0.007237499,0.003671788,0.07588996,0.113008469,0.174939081,0.141477332,0.123838224,0.062333763,0.022064038,0.048892591,0.1437774,0.157161772,0.170948684,0.203805894,0.180729449,0.142711371,0.088362463,0.091204971
Albania,ALB,Voice and Accountability: Number of Sources,VA.NO.SRC,5,5,6,7,8,9,11,13,13,13,13,14,15,16,15,12,12,12,12,12,11,10,10
Albania,ALB,Voice and Accountability: Percentile Rank,VA.PER.RNK,29.5,38.80596924,41.29353333,48.25870514,50.24875641,49.03845978,51.44230652,49.03845978,51.92307663,53.36538315,54.02843475,54.02843475,52.11267471,50.70422363,51.17370987,50.24630356,52.70935822,52.21674728,54.18719101,52.65700531,52.17391205,51.20772934,50.24154663
Albania,ALB,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,16.5,27.36318398,30.84577179,41.29353333,41.79104614,39.90384674,40.38461685,41.82692337,45.19230652,45.67307663,45.0236969,44.07582855,43.19248962,43.66197205,43.19248962,46.79803085,45.81280899,45.32019806,46.30541992,44.44444275,42.99517059,40.57971191,41.06280136
Albania,ALB,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,40.5,48.75621796,51.74129486,56.71641922,60.19900513,58.17307663,59.13461685,56.25,57.21154022,58.17307663,57.81990433,57.34597015,55.86854553,56.33802795,56.33802795,59.11330032,58.62068939,57.63546753,59.11330032,58.93719864,57.48792267,56.52173996,56.52173996
Albania,ALB,Voice and Accountability: Standard Error,VA.STD.ERR,0.225410879,0.233763546,0.196420565,0.169131875,0.167301029,0.175275072,0.171999812,0.135304466,0.134594038,0.134313121,0.136983663,0.130565852,0.126827046,0.11787165,0.117732346,0.124897428,0.127311558,0.122665294,0.124306381,0.127142921,0.121820919,0.125340864,0.127439782
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.56674093,-0.916649282,-0.987298191,-0.928754985,-0.715244472,-0.699272692,-0.466420472,-0.564962566,-0.592309475,-0.633444846,-0.614938259,-0.552147269,-0.572699666,-0.521544516,-0.472622782,-0.612656415,-0.616887093,-0.652786314,-0.576397896,-0.637313366,-0.635694385,-0.645068347,-0.614184439
Algeria,DZA,Control of Corruption: Number of Sources,CC.NO.SRC,4,4,4,4,6,8,8,9,10,10,10,10,11,12,12,11,10,10,10,9,8,6,7
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,33.33333206,22.99465179,16.48936081,22.7513237,29.62962914,29.06403923,40.97560883,35.12195206,33.0097084,33.49514389,30.62200928,34.76190567,34.59715652,36.01895905,39.33649445,31.25,30.76922989,30.28846169,32.21154022,28.84615326,28.36538506,27.88461494,29.80769157
Algeria,DZA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,16.66666603,3.743315458,0.53191489,3.174603224,11.11111069,15.27093601,23.4146347,20.97560883,19.41747665,18.44660187,20.09569359,20.95238113,21.32701492,24.64455032,26.06635094,20.19230843,19.23077011,15.86538506,20.67307663,17.78846169,17.30769157,18.26922989,19.23077011
Algeria,DZA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,52.68817139,35.8288765,36.17021179,34.3915329,42.8571434,40.88669968,51.21951294,46.341465,48.05825424,42.71844482,47.36841965,47.61904907,48.81516647,48.81516647,52.13270187,44.71154022,44.23077011,42.78845978,44.23077011,41.34615326,41.82692337,42.78845978,44.23077011
Algeria,DZA,Control of Corruption: Standard Error,CC.STD.ERR,0.262076586,0.22705549,0.2501854,0.212332636,0.190485686,0.184635118,0.18024683,0.168183699,0.17222169,0.169659585,0.176324233,0.17317304,0.162848294,0.157309726,0.158713728,0.154763862,0.156759307,0.161509082,0.143933237,0.155632019,0.174724102,0.185798392,0.179211453
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-1.088766456,-0.883071959,-1.01074934,-0.614207327,-0.6703403,-0.553408742,-0.438614607,-0.431149721,-0.530745864,-0.596755087,-0.529050767,-0.388126194,-0.514732301,-0.444745928,-0.428817511,-0.336888343,-0.377993971,-0.430877894,-0.506708324,-0.457864255,-0.54141891,-0.544885635,-0.620759845
Algeria,DZA,Government Effectiveness: Number of Sources,GE.NO.SRC,3,3,3,4,5,6,6,8,8,7,7,7,8,8,9,9,9,9,9,9,8,6,6
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.11475372,19.67213058,15.8469944,31.89189148,30.27026939,36.81592178,40.19607925,40,36.40776825,33.49514389,37.79904175,41.14832687,37.44075775,40.75829315,40.28435898,41.82692337,38.94230652,36.53845978,32.21154022,36.53845978,33.65384674,31.25,29.80769157
Algeria,DZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.010929108,6.010929108,4.371584892,16.75675583,16.21621704,20.39801025,26.47058868,27.31707382,18.44660187,16.9902916,20.57416344,25.35885239,19.9052124,23.69668198,25.11848259,25,25,22.59615326,19.23077011,19.71153831,16.34615326,16.34615326,13.46153831
